District,Details,Date,NumberofDamages_RevenueCircle_level (computed),,,,
Lakhimpur,"Kadam - 1. Errossion occured on NH.15 to Moinapara Jorhatia Akarabosti rd at Ch.75 m to 460 m, 2. Boginadi Khurachuk erosion occured due to increasing water level of the river Boginadi approximately 100 feet | Errossion occured on NH.15 due to heavy rain to Moinapara Jorhatia Akarabosti rd at Ch.75 m to 460 m informed by PWD Road Boginadi Khurachuk erosion occured due to increasing water level of the river Boginadi approximately 100 feet informed by concerned Gaon Pradhan on 17/06/2022 | 0,  Bihpuria - Pava embankment at No. 2 Sonapur | About 15 meters of the embankment has been eroded due to flood water of Pava river on 16th June 2022 under WRD, North Lakhimpur | 0,  Dhakuakhana - Gurkhali Nepali (Revenue Village: Nemutengani) | Erosion occurred at Gurkhali Nepali. One temporary bamboo structured Temple (Ram Mandir) was damaged on 17/06/2022 due to rising water level of River Laipulia. Report submitted by Dhakuakhana Revenue Circle. | 0",17-06-2022,"{'Kadam ': 4, 'Bihpuria ': 1, 'Dhakuakhana ': 1}",,,,
Lakhimpur,"Bihpuria - 1)Kathalguri Mishing gaon 2)Bongalmora PGR 3)No. 2 Dhagharia-Madhupur area | 1)Active erosion observed on L/B of Dikrong river for a reach of 200m as reported by AE, WRD, Bihpuria on 19th May 2022, long 93.92731, lat-27.053697 2)Active erosion observed near the embankment at Bongalmora PGR, approx. 12 m of land eroded as reported by concerned Lot Mandal on 19/05/2022, Lat 227.05392, long 93.92726 3) Active erosion observed at No. 2 Dahgharia-Madhupur area approx. 10 Bighas of land has been eroded since 17th May 2022, lat-26.980224, long-93.97548 | 0,  Kadam - Dirgha Majgaon(Dumba Basti) , No 1 Boginadi P.G.R.(Khurachuk) and Bodhakara (Moghuachuk) | Erosion is occured due to the increasing of water level of the river Dirgha and Subansiri. eroded area 1 hectare (Approx) in Dirgha Majgaon (Dumba Basti), 1 hectare (Approx) in No1 Boginadi PGR (Khurachuk) and 0.13 hectare(Approx) in Bodhakara Moghuachuk from 16/05/2022 to 19/05/2022. | 0",19-05-2022,"{'Bihpuria ': 1, 'Kadam ': 2}",,,,
Dhubri,Chapar - Dhirerchar Pt-I | Erosion took place at Dhirerchar Pt-I village from 16-06- 2022 to 06-07-2022. Around 82B-2K-0L of agricultural land has been eroded so far. | 0,13-07-2022,{'Chapar ': 1},,,,
Dhubri,Golakganj - Lakhimari Pt-III | Erosion took place at Lakhimari Pt-III under Golakganj Revenue Circle by river Gangadhar from 4-9-2022 to 12-9-2022. In that erosion 3B-0K-0L have been eroded. | 0,13-09-2022,{'Golakganj ': 1},,,,
Dhubri,Golakganj - Bhatipetla Pt-1 | Erosion took place at Bhatipetla Pt 1 village under Golakganj Revenue Circle by River- Bamnai(Moragadhadhar) from 28-6-2022 to 2-7-2022.Land eroded 0bigha- 3 katha- 0 Lessa | 0,04-07-2022,{'Golakganj ': 1},,,,
Dhubri,"South Salmara Part - Char Katdanga pt-1 | as per information received from head master of the School ,352 no Mohurirchar JB School has been eroded due to erosion by river Brahmaputra on 25.5.22. Area 0B-2K-10L. | 0",26-05-2022,{},,,,
Dhubri,Chapar - Tarangapur Pt-I | Erosion took place at Tarangapur Pt-I village from dated 06-07-2022 to 06-08-2022due to river Champabati under Chapar Revenue Rircle. Around 02B-02K-0L of agriculture land has been eroded so far. | 0,07-08-2022,{'Chapar ': 1},,,,
Dhubri,South Salmara Part - Sundarpara pt-iii | As per information received from BEEO South Salmara Sundarpara Pt-III LP School has been eroded due to erosion by river Brahmaputra at village Sundarpara pt-iii as on 10/09/2022. Area 0B-2K-10L. | 0,12-09-2022,{},,,,
Dhubri,"South Salmara Part - Khapara | As per information received from EE WR Hatsingimari on 30/5/22 erosion continue at khapara and Buraburi under south salmara rev Dist Dhubri, due to the river Brahmaputra. Area Aprox. Lenth 2.1km and breath 60 m. | 0",30-05-2022,{},,,,
Dhubri,"Bilasipara - Mayerchar pt i | During field visit, it observed that continues erosion has been taking place at site by the river Brahmaputra. date of incident:- 09-09-2022 to 10-09-2022, eroded land measuring 01 bigha 02 katha 10 lessa, population:- adult 11nos and minor :-08 nos | 19",10-09-2022,{'Bilasipara ': 1},,,,
Dhubri,South Salmara Part - Puthia | As per information received from concerned LM Mondal erosion occured at village Puthia on 23/05/22 to 24/05/22 by the river Brahmaputra. 27 nos family has been eroded due to erosion. Area Aprox 25B-0K-0L. Affected familyes has been shifted to the safe place. | 92,24-05-2022,{},,,,
Dhubri,South Salmara Part - Sundarpara pt - iv | As per information received from concerned Lot Mondal 47 nos family has been eroded due to erosion by river Brahmaputra at village Sundarpara pt-iv on 27/06/22 to 29/06/22. Area Aprox 23B-2K-5L. Eroded families has been shifted to the safe place. | 273,30-06-2022,{},,,,
Dhubri,Athani - Salmara Pt-II | Erosion is going on at the riverine area of village Salmara Pt-II by river Tipkai from dated 01/09/2022 to 06/09/2022. If the erosion continues it may affect 1(one) No. School namely Pachim Kathulipara LP School. Total Land measuring 0B-1K-5L (Approx.) has been eroded. | 0,06-09-2022,{},,,,
Dhubri,South Salmara Part - Sundarpara pt | As per information received from BEEO South Salmara 1/ Sundarpara ME Madrassa has been eroded due to erosion by river Brahmaputra at village Sundarpara on 3/8/22. Area 2B-2K-0L Lat-26.04 Long - 90.04 2/ Naimi Sundarbala LP School has been eroded due to erosion by river Brahmaputra on 5/8/22.area 2B-0K-0L. | 0,12-08-2022,{},,,,
Dhubri,South Salmara Part - Sundarpara pt-iii | As per information received from concerned GP Secretary 60 nos family has been eroded due to erosion by river Brahmaputra at village Sundarpara pt-iii under south salmara rev Circle on 11/10/22 to 13/10/22 area Aprox lenth 1.5 km and breath 0.5 km. Eroded families has been shifted to the safe place. | 237,14-10-2022,{},,,,
Dhubri,Agamoni - Vill: Ghritinkgarkuti under Tamarhat GP | Riverine area of River Gangadhar at vill Ghritinkgarkuti under Tamarhat GP is getting eroded. Village : Ghrintinkgarkuti Dhubri River: Gangadhar GP : Tamarhat Incident date : 17/08/2022 to 19/08/2022 Time : 1.00 pm Land : 0 bigha 2 khata 10 Lessa Household affected : 0 Population affected : 0 | 0,19-08-2022,{'Agamoni ': 1},,,,
Dhubri,"Agamoni - Village P. Kanuri Pt-II under Lakhimari GP under Agomani Rev. Circle. | • Name of the village: P. Kanuri Pt-II under Lakhimari GP • Date of Incident: 16th September’2022 to 21st September’2022. • Time: 1.00 PM. • River: Gangadhar • GPS Co-ordinates: Lat: 26.134878, Long: 89.797658 • Land: 1B-3K-5L. • Population and household damage: Nil. | 0",21-09-2022,{'Agamoni ': 1},,,,
Dhubri,Dhubri - Binnachara Pt-II | recently an erosion have taken place due to raising of water level of river Gangadhar. The details of the area eroded are given below 1. Name of Village:- Binnachara Pt-II 2. Date of incident:- 24-05-2022 to 27-05-2022 3.Land eroded:- Land measuring around 6 Bigha 0 Katha 5 Lessa 4. Longitude ;- 89.8233 & Latitude :-26.02 | 0,27-05-2022,{'Dhubri ': 1},,,,
Dhubri,"Bilasipara - Barshi Pt-I and Pt-II, under Bilasipara Revenue Circle | • Name of Village:- Barshi Pt-I and Pt-II • Date of incident:- 08-07-2022 to 10-07-2022 • GPS co-ordinates:- 1. Lat:- 26.2786830 N & Long:- 90.2716630 E 2. Lat:- 26.2722410 N & Long:- 90.2688610 E • Land eroded:- Land measuring around 01 Bigha- 02 Katha -15 Lessa. • Population:- Nil | 0",11-07-2022,{'Bilasipara ': 2},,,,
Dhubri,"Dhubri - Kalapakani Pt-I | Erosion is going(by the river Brahmaputra) at village Kalapakani Pt-I,As per the field verification w.e.f 28/5/22 to 01/06/22 it is seen that till now 5 nos of family has been affected (total area = 12Bigha-2Katha-15Lessa)and they have shifted their houses to another place. No situation has arise for opening of any relief Camp. | 26",01-06-2022,{'Dhubri ': 1},,,,
Dhubri,"Dhubri - Airanjangla Pt-III | Erosion is going(by the river Brahmaputra) at village Airanjangla Pt-III,As per the field verification w.e.f 24/7/22 to 29/07/22 it is seen that till now 13 nos of family has been affected (total area = 4Bigha-2Katha-15Lessa)and they have shifted their houses to another place. No situation has arise for opening of any relief Camp. | 87",29-07-2022,{'Dhubri ': 1},,,,
Dhubri,"South Salmara Part - Madokona, Godrivita, Medortari, K Soto Nichinur, | As pre information received from concerned GP president and concerned Lot Mondal erosion occurred in the mention village by the river Brahmaputra. 27 Nos family has been eroded due to erosion. On 29/5/22 to 2/6/22. Affected familyes has been shifted to the safe place. Area Aprox 100 B-0K- 0L | 127",04-06-2022,{},,,,
Dhubri,"Agamoni - Village Borobalarchar under Uttar Maragadadhar GP. | • Name of the village: Borobalarchar under Uttar Maragadadhar GP. • Name of River: Gangadhar. • Date of Incident: 6th June’2022 to 9th June’2022. • Time: 1.00 PM. • GPS Co-ordinates: Lat: 26.237469, Long: 89.838106 • Land: 1B-4K-10L (Agricultural Land) (approx.). • Population and household damage: No damage till date. | 0",09-06-2022,{'Agamoni ': 1},,,,
Dhubri,"Bilasipara - At vill:- Mayarchar Pt-i, Mayarchar pt-ii | at Vill: Mayarchar Pt-i, Mayarchar pt-ii under Bilasipara Revenue Circle the River Brahmaputra is getting eroded badly. Land eroded:- Land measuring around 52 Bigha 04Katha 10 Lessa Date of incident:- 16-05-2022 to 19-05-2022 GPS co-ordinates:- Lat:- 26. 147304 N & Longitude:- 90.231204E Lat:- 26. 1496997 N &amp;amp;amp; Longitude:- 90.230553E | 74",20-05-2022,{'Bilasipara ': 2},,,,
Dhubri,"Chapar - Jalikura | Erosion took place in the river champabati on dated 15-06-2022 at Jalikura village under Chapar Revenue Circle.Around 0B-2K-10L of river bank has been eroded so far. | 0,  Bilasipara - vill:- Futkibari Medhipara | Erosion occurred due to rising of water level of river Gaurang at village:- Futkibari Medhipara, Date of incident:- 13-06-2022 to 15-06-2022, Land measuring around 15 Bigha 02 Katha 10 Lessa | 0",15-06-2022,"{'Chapar ': 1, 'Bilasipara ': 1}",,,,
Dhubri,Agamoni - Vill: Lohajani under Boterhat GP | Riverine area of River Gangadhar at vill Lohajani under Boterhat GP is getting eroded. Village : Lohajani River: Gangadhar GP : Boterhat Incident date : 17/06/2022 to 19/06/2022 Time : 1.00 pm Land : 0 bigha 2 khata 10 Lessa Household affected : 5 Population affected : 29 The affected families has shifted their houses by themselves. GPS Coordinate : Lat. 26.254122. Long. 89.834342 | 29,19-06-2022,{'Agamoni ': 1},,,,
Dhubri,Agamoni - VILLAGE UTTAR MARAGADADHAR UNDER UTTAR MARAGADADHAR GP | Riverine area of River GANGADHAR UTTAR MARAGADADHAR UNDER UTTAR MARAGADADHAR GP is getting eroded. Village : UTTAR MARAGADADHAR River: Gangadhar GP : UTTAR MARAGADADHAR Incident date : 01/08/2022 to 04/08/2022 Time : 3.00 pm Land : 0 bigha 2 khata 10 Lessa Household affected : 4 Population affected : 27 The affected families has shifted their houses by themselves to another place. GPS Coordinate : Lat. 26.25369 Long. 89.81073 | 27,04-08-2022,{'Agamoni ': 1},,,,
Dhubri,"Golakganj - North Tokrerchara Pt-I | Erosion took place at North Tokrerchara Pt-I under Golakganj Revenue Circle on 20-6-2022. In this incident 2 number of houses shifted to another place. Land eroded 1 Bigha-2.5 Katha-0Lessa | 10,  Agamoni - village Baghdokra Under Kamandanga GP | • Name of the village: Baghdokra Under Kamandanga GP. • Date of Incident: 16/06/2022 to 21/06/2022. • Time: 3.00 PM. • GPS Co-ordinates: Lat: 26.351746, Long: 89.815013 • Land: 0B-2K-10L. • Population and household damage: No damage till date. | 0",22-06-2022,"{'Golakganj ': 1, 'Agamoni ': 1}",,,,
Dhubri,"South Salmara Part - Borkalia Surjomoni, Char Katdanga pt-i | As per information received from concerned Lot Mondal erosion occured on 21/05/22 to 22/05/2022. At follwing Villagees 1. Borkalia Surjomoni, 70 nos family has been eroded due to erosion by river Brahmaputra. Area lenth 2 km and breath 50 m. Lat-25.95 Long-90.03 2. Char Katdanga pt-i, 101 nos family has been eroded due to erosion by river Brahmaputra. Area lenth 2.5 km breath 100 m. Lat - 25.85 Long-89.96 All affected families has been shifted to the safe place. | 649",22-05-2022,{},,,,
Dhubri,"Athani - Salmara Pt-III, Bondihana, Dimatola Poyestichar, Podmeralga Pt-I, Podmeralga Pt-II, Patakata Pt-II | Erosion occurred from 15/7/2022 to 06/08/2022 at Village Patakata Pt-II (Andamari Parghat) by river Tipkai, land measuring 0.6 Hector of Agriculture land were eroded. Also Erosion occurred from 15/7/2022 to 06/08/2022 at Village Salmara Pt-III, Bondihana, Dimatola Poyestichar, Podmeralga Pt-I, Podmeralga Pt-II, by River Brahmaputra.Land measuring 4.5 Hector of Agriculture land were eroded. No house damage occurred due to the erosion. | 0",06-08-2022,{},,,,
Dhubri,"Bilasipara - At village 1. Dhemdhema pt II, 2. Khudnamari Pt-I, 3. Hatidhura  | During the enquiry, it has been found that the riverine area of River Tipkai and river Hell  is getting eroded badly.The details of the area eroded are given below 1.(cid:9)Name of Village:- Dhemdhema pt II, Khudnamari Pt-I &amp; Hatidhura2.(cid:9)Date of incident:- 16-05-2022 and 17-05-2022 3.(cid:9)GPS co-ordinates:- Lat:- 26.273245 N &amp; Longitude:- 90.155331 E 4.(cid:9)Land eroded:- Land measuring around 52 Bigha 04 Katha 10 Lessa5.(cid:9)Population:-  64 families. | 312",17-05-2022,{'Bilasipara ': 6},,,,
Dhubri,Agamoni - vill Bholarkhas under Chotoguma GP | Riverine area of River Gangadhar at vill Bholarkhas under Chotoguma GP is getting eroded. Village : Bholarkhas River: Gangadhar GP : Chotoguma Incident date : 01/08/2022 to 03/08/2022 Time : 3.00 pm Land : 0 bigha 2 khata 10 Lessa Household affected : 5 Population affected : 35 The affected families has shifted their houses by themselves to another place. GPS Coordinate : Lat. 26.3078053. Long. 89.8036509 Due to the sudden rise of water level Of River Gangadhar the agricultural land is getting affected. The water level of river Gangadhar is below danger level. | 35,03-08-2022,{'Agamoni ': 1},,,,
Dhubri,"Chapar - Jamduar Pt-I | Erosion occurred at Jamduar Pt-I Village in the river Gaurang under Chapar Revenue Circle.Around 0B-2K-10L of land has been eroded so far on dated 16-06-2022. | 0,  Agamoni - Village Bholarkhas under Chotoguma GP under Agomani Rev. Circle. | Riverine area of River Gangadhar at vill Bholarkhas under Chotoguma GP is getting eroded. The river embankment of that village has been eroded at several points. Village : Bholarkhas River: Gangadhar GP : Chotoguma Incident date : 15/06/2022 to 17/06/2022 Time : 4.00pm Land : 0 bigha 2 khata 10 Lessa Population affected : Nil GPS Coordinate : Lat. 26.3078053. Long. 89.8036509 | 0",17-06-2022,"{'Chapar ': 1, 'Agamoni ': 1}",,,,
Dhubri,"Bilasipara - Kajaikata Pt-II | recently erosion has taken place by the river Gaurang at village: Kajaikata Pt-II, under Bilasipara Revenue Circle. A field visit in this connection has been done on 01-08-2022 by the Field Officer, (DM) and concern Lot Mandal of this circle. During the field visit, it was observed that continuous erosion has been taking place at the site and measures for prevention of the same are required. • Date of incident:- 30-07-2022 to 01-08-2022 • GPS co-ordinates:- Lat:- 26.206774 N & Long:- 90.248181 E • Land eroded:- Land measuring around 15 Bigha 02 Katha 13 Lessa. • Population:- 107 No’s (Adult:- 63 No’s & Minor:- 44 No’s ) | 107",01-08-2022,{'Bilasipara ': 1},,,,
Dhubri,"Bilasipara - Jelturchar Pt-I, Guti Para Pt-I, Suapata Pt- I & Kajaikata Pt-III under Bilasipara Revenue Circle | recently erosion has taken place by the river Gaurang, Tipkai and river Brahmaputa at village: Jelturchar Pt-I, Guti Para Pt-I, Suapata Pt- I & Kajaikata Pt-III under Bilasipara Revenue Circle . A field visit in this connection has been done on 06-07-2022 by the concern Lot Mandal of this circle. During the field visit, it was observed that continuous erosion has been taking place at the site. 1. Lat:- 26.193058 N & Long:- 90.163674 E 2. Lat:- 26.178094 N & Long:- 90.192173 E 3. Lat:- 26.174462 N & Long:- 90.250303 E 4. Lat:- 26.1951 N & Long:- 90.231696 E Date of incident:- 03-07-2022 to 07-07-2022 | 76",07-07-2022,{'Bilasipara ': 3},,,,
Dhubri,"Agamoni - Village Kaimari Pt-I and Bholarkhas under Kaimari GP and Chotoguma GP under Agomani Rev. Circle | • Name of the village: Bholarkhas under Chotoguma GP. • Date of Incident: 01/10/2022 to 10/10/2022 • Time: 3.00PM. • GPS Co-ordinates: Lat: 26.3078053, Long: 89.8036509 • Land: 1B-2K-10L. • Household damage: 7 Nos. • Population: 35 Nos. They have shifted their houses to another place by themselves. • Name of the village: Kaimari Pt-I under Kaimari GP. • Name of River: Gangadhar. • Date of Incident: 01/10/2022 to 10/10/2022. • Time: 3.00PM. • GPS Co-ordinates: Lat: 26.307824, Long: 89.803718 • Land: 1B-1K-10L. • Household damage: 14 Nos. • Population: 72 Nos. They have shifted their houses to another place by themselves. | 107",10-10-2022,{'Agamoni ': 1},,,,
Dhubri,"Chapar - Dhirerchar Pt-I | Erosion took place at Dhirechar Pt-i village from dated 08-08-2022 to 10-8-2022 by the river Brahmaputra under Chapar Revenue Circle. Around 1B-0K-0L of land has been eroded so far where 1219 No Chandirpara LPS has been damaged. | 0,  South Salmara Part - Kropwrchar, Boushkata, Bilpara | 1/ As per information received from BEEO South Salmara Kropwrchar LP School has been eroded due to erosion by river Brahmaputra on 1/8/2022. Area Aprox 2B-0K-0L Lat-25.80 Long-89.83 2/ Boushkata Pt-III LP School has been eroded due to erosion by river Brahmaputra on 1/8/1022. Areas 1B-0K-0L Lat - 25.96 Long-90.01 3/ Bilpara LP School has been eroded due to erosion by river on 2/8/2021 area 0B-2K-10L Lat- 25.94 Long-90.04 | 0",10-08-2022,{'Chapar ': 1},,,,
Dhubri,"South Salmara Part - Chatla Bilpara, Matifata | As per information received from CDPO 25 No chatlabilpara AWWC has been eroded due to erosion by river Brahmaputra at Bilpara. 0n 22/6/22 area 0B-1K-5L lat-90.04 long-25.93 As per information received from CDPO 44 No Matifata bilpara AWWC has been eroded due to erosion by river Brahmaputra at Matifata a. 0n 22/6/22 area 0B-1K-5L lat-25.93 long -90.04 As per information received from CDPO 36 No Matifata AWWC has been eroded due to erosion by river Brahmaputra at Bilpara. 0n 22/6/22 area 0B-1K-5L lat-90.04 long-25.93 As per information received from CDPO 24 No Chatlabilpara AWWC has been eroded due to erosion by river Brahmaputra at Matifata a. 0n 22/6/22 area 0B-1K-5L lat-25.93 long -90.04 | 0",23-06-2022,{},,,,
Dhubri,"Bilasipara - at village Chinamari gaon | Erosion occurred due to rising of water level of river Gaurang at village:- Chinamari gaon.Date of incident:- 20-05-2022 and 21-05-2022 Land eroded:- Land measuring around 0 Bigha 02 Katha 05 Lessa | 9,  Athani - Katlamari Pt-IV | Erosion is going on at village Katlamari Pt-IV by River Brahmaputra from 13.5.2022 to 23.05.2022 under Podmer Alga GP. As per field verification it is seen that patta land measuring 6B-0K-10L of 6 Nos. of families have been eroded. All the families have been shifted to their another lands. It is also to be mentioned that land measuring 20B-2K-9L of Govt. Khas land has also been eroded. No families have become landless due to the erosion and situation for opening relief camp has not arises yet. | 30",23-05-2022,{'Bilasipara ': 1},,,,
Dhubri,"Athani - River Block 3 N.C, Sadhubhasa Pt-i, Boyzeralga River Block N.C, Salmara Pt-III, Patakata Pt-III and Jhelturchar Pt-III | Erosion occurred at Village River Block 3 N.C. due to flood from dated 20/06/2022 to 01/07/2022. 8 Nos. of dwelling houses were eroded and they have shifted to their another places. No people become landless due to the erosion. Total eroded Residential land measuring 4B-2K-10L. Also erosion occurred at village Sadhubhasa Pt-i, Boyzeralga River Block N.C, Salmara Pt-III, Patakata Pt-III and Jhelturchar Pt-III, due to flood from dated 20/06/2022 to 01/07/2022. In which 5 Nos. of School namely 1900 No. Kashiyabari LPS, 1885 No. Chalbandha LPS, 366 No. Bondihana LPS, Dakhin Maslapara LPS and Barowary M.E Madrassa has been eroded and the schools are already been shifted to another Place. Total Land measuring 5B-1K-0L has been eroded. | 45",01-07-2022,{},,,,
Dhubri,"Dhubri - Chalakura Pt-V | Erosion is going(by the river Brahmaputra) at village Chalakura Pt-V,As per the field verification w.e.f 2/9/22 to 8/09/22 it is seen that till now 38 nos of family has been affected (total area = 65Bigha-2Katha-10Lessa)and they have shifted their houses to another place. No situation has arise for opening of any relief Camp. | 309,  Golakganj - Berbhangi Pt-II | Erosion took place at village Berbhangi Pt-II under Golakganj Revenue Circle from 3-9-2022 to 8-9-2022 by river Gangadhar. In that erosion 0B-1K-0L land has been eroded and a school namely 1722 No. Rowarkuti LP School partly eroded. No population has been affected till now. (26.034107, 89.830998) Erosion took place at Village Pub Gaikhowa Pt-II under Golakganj Revenue Circle from 4-9-2022 to 8-9-2022 by river Gangadhar. In this erosion 5B-0K-0L land have been eroded. No population has been affected till now. (26.088279, 89.829279) | 0",08-09-2022,"{'Dhubri ': 1, 'Golakganj ': 1}",,,,
Dhubri,"Chapar - Jalokura | Erotion took place at Jalokura Village by the river Champabati under Chapar Revenue Circle. Around 02B-3K-10L of land has been eroded so far. dated 17-06-2022 | 0,  Agamoni - Village- Bholarkhas under Chotoguma GP | Riverine area of River Gangadhar at vill Bholarkhas under Chotoguma GP is getting eroded. The breaches of the embankment has been extended upto 400 mtrs (approx). Village : Bholarkhas River: Gangadhar GP : Chotoguma Incident date : 17/06/2022 to 18/06/2022 Time : 3.00 pm Land : 0 bigha 2 khata 10 Lessa Household affected : 21 Population affected : 105 The affected families has shifted their houses by themselves. GPS Coordinate : Lat. 26.3078053. Long. 89.8036509 Due to the sudden rise of water level rescue operation was carried out using two nos of engine boat hired from local sources at village Belguri. The water level of river Gangadhar is below danger level. Total nos of rescued animals = 23 Total nos of human population rescued = 33 | 105",18-06-2022,"{'Chapar ': 1, 'Agamoni ': 1}",,,,
Dhubri,"Bilasipara - udmari pt-III, Kajaikata pt-II | With reference to the subject cited above, I have the honour to inform you that, recently erosion has taken place by the river Gaurang at village:udmari pt-III, Kajaikata pt-II under Bilasipara Revenue Circle. A field visit in this connection has been done on20-06-2022 During the field visit, it was observed that continuous erosion has been taking place at the site and measures for prevention of the same are required. • Name of Village:- udmari pt-III, Kajaikata pt-II • Date of incident:- 19-6-2022 to 20-06-2022 • Land eroded:- Land measuring around 10 Bigha- 1 Katha 18 Lessa. | 52,  Athani - Jhelturchar Pt-III, Gutipara Pt-Vi,Salmara Pt-I, Mayarchar Pt-vii | Erosion occurred at Village Jhelturchar Pt-III, Gutipara Pt-Vi,Salmara Pt-I, Mayarchar Pt-vii due to flood from dated 20/06/2022 to 21/06/2022. 19 Nos. of dwelling houses were eroded and they have shifted to their another places. No people become landless due to the erosion. Total eroded land measuring 13B-2K-6L. out of which 3B-1K-1L are Residential land and 10B-1K-5L are agricultural land. | 117",21-06-2022,{'Bilasipara ': 2},,,,
Dhubri,"Dhubri - Silghagri Pt-I under Dhubri Rev. Circle | recently an erosion have taken place due to raising of water level of river Brahmaputra. The details of the area eroded are given below 1. Name of Village:- Silghagri Pt-I 2. Date of incident:- 15-05-2022 to 19-05-2022 3.Land eroded:- Land measuring around 6 Bigha 0 Katha 0 Lessa | 0,  Bilasipara - At vill:- Sonaluguri | at Vill: Sonaluguri under Bilasipara Revenue Circle. During the enquiry, it has been found that the riverine area of River Hell is getting eroded badly. The details of the area eroded are given below 1. Name of Village:- Sonaluguri 2. Date of incident:- 16-05-2022 and 18-05-2022 3. GPS co-ordinates:- Lat:- 26. 359836N & Longitude:- 90.168403 E 4. Land eroded:- Land measuring around Bigha 02 Katha 10 Lessa 5. Population:- 13 nos | 13,  Agamoni - Village Kaimari Pt-I under Kaimari GP under Agomani Rev. Circle. | • Name of the village: Kaimari Pt-I under Kaimari GP. • Name of River: Gangadhar. • Date of Incident: 15th May’2022 to 19th May’2022. • Time: 1.00 PM. • GPS Co-ordinates: Lat: 26.307824, Long: 89.803718 • Land: 0B-1K-10L. • Population and household damage: No damage till date. | 0",19-05-2022,"{'Dhubri ': 1, 'Bilasipara ': 1, 'Agamoni ': 1}",,,,
Dhubri,"Bilasipara - At village:- Dubachuri Pt-ii and Saltari | the Erosion occurred due to rising of water level of river Mara Gaurang at Dubachuri Pt-ii and also erosion happened for river Sankosh at village Saltari. Date of incident:- 19-05-2022 and 20-05-2022 GPS co-ordinates:- Lat:- 26. 203876 N &amp; Longitude:- 90.17813 E Lat:- 26.16904 N &amp; Long:- 90.10141E Land eroded:- Land measuring around 05 Bigha 04 Katha 10 Lessa Population:- 16 nos | 16,  Athani - Kaunbari | Erosion is going on at village kaunbari under Panbari GP from 17.5.2022 to till date. A total land measuring 2B-2K-10L(Approx.) already been eroded Longitude 90.083657 & Latitude 26.14655 | 0,  South Salmara Part - Borkalia Surjomoni, Char Katdanga pt-i | As per information received from concerned Lot Mondal erosion occured on 19/05/22 and 20/05/22. At follwing Villagees 1. Borkalia Surjomoni, 105 nos family has been eroded due to erosion by river Brahmaputra. Area lenth 2 km and breath 100 m. Lat-25.95 Long-90.03 2. Char Katdanga pt-i, 112 nos family has been eroded due to erosion by river Brahmaputra. Area lenth 2.5 km breath 125 m. Lat - 25.85 Long-89.96 All affected families has been shifted to the safe place. | 816",21-05-2022,{'Bilasipara ': 1},,,,
Dhubri,"South Salmara Part - Borkalia Surjomoni | As information received from concerned BEEO, Chatlarpar M.E School eroded due to erosion by river Brahmaputra dated 17-05-2022 to 18-05-2022 at Village-Borkalia Surjomoni (Matifata) under south salmara rev Circle Dist Dhubri. Area 3 bigha 2 Katha 10 Lessa Lat-25.94,Long-90.04 | 0,  Bilasipara - At village- Suapata pt-i, suapata pt-ii, suapata pt-iii and kajaikata pt-ii | recently an erosion have taken place due to raising of water level of river Gaurang, The details of the area eroded are given below 1. Name of Village:- Suapata pt-ii, suapata pt-iii, suapata pt-i, kajaikata pt-ii 2. Date of incident:- 16-05-2022 to 18-05-2022 3. GPS co-ordinates:- a. Lat:- 26. 190792 N & Longitude:- 90.287953 E b. Lat:- 26. 191665 N & Longitude:- 90.272003 E c. Lat:- 26. 199714 N & Longitude:- 90.263234 E d. Lat:- 26. 206359 N & Longitude:- 90.249069 E 4. Land eroded:- Land measuring around 30 Bigha 03 Katha 15 Lessa 5. Population:- 112 nos | 112,  Agamoni - Village Bholarkhas under Chotoguma GP under Agomani Rev. Circle. | Riverine area of River Gangadhar at vill Bholarkhas under Chotoguma GP is getting eroded slowly. Village : Bholarkhas GP : Chotoguma Incident date : 14/05/2022 to 18/05/2022 Time : 12.00pm Land : 0 bigha 2 khata 10 Lessa Population affected : Nil GPS Coordinate : Lat. 26.3078053. Long. 89.8036509 | 0",18-05-2022,"{'Bilasipara ': 3, 'Agamoni ': 1}",,,,
