District,Details,Date,Number of Damages (computed),NumberofDamages_RevenueCircle_level (computed),,,,,
Lakhimpur,"Bihpuria - Fisheries/Pond | As reported by Asst. Fishery Officer, Karunabari Dev. Block on 18/05/2022, 200 nos. ponds affected at No. 1 Dharmapur, 50 nos. ponds affected at No. 2 Kehutoli, and 40 nos. ponds affected at Kehutoli Block, Narayanpur - Power Dept. Poles | One 33kv PSC pole uprooted at Howajan due to flood on 17-05-2022., Fisheries/Pond | Flood damge ponds - 25 nos Area affected 4.46 ha under Rangoti GP. Fishery dept on 18-05-2022",18-05-2022,0,"{'Bihpuria ': 1, 'Narayanpur ': 2}",,,,,
Lakhimpur,"Bihpuria - Fisheries/Pond | 50 nos. of fishery (area about 10 hectare) affected at Kutubpur as reported by FDO, Karunabari Block on 15/10/2022, Elementary Schools Damaged | Pabha Pre Senior Madrassa has been affected by flood at Kutubpur as reported by officials of BEEO, Bihpuria Block on 15/10/2022, Nowboicha - Fisheries/Pond | Total Nos. of pond affected - 9 Nos. (Area- 11 Bigha). Report received from Fishery Dept., Lakhimpur on 15.10.2022",15-10-2022,0,"{'Bihpuria ': 2, 'Nowboicha ': 1}",,,,,
Lakhimpur,"Bihpuria - Protection Bundh Damaged | River protection bundh at Poita Nadi of Village No.1 Pachim Laluk under Niz Laluk GP has been damaged at different points of about 50 m & 30 m (at center) on 04/07/2022 as reported by BDO, Karunabari Development Block. , Narayanpur - Washed away Culverts | on 03/07/2022, Const. of Channel cuting from Kotowal Chuburi to Khaund Chuburi with 1 Nos RCC Culvert. RCC Culvert fully Damage as reported by Rajgarh Panchayat.",04-07-2022,0,"{'Bihpuria ': 1, 'Narayanpur ': 1}",,,,,
Lakhimpur,"Dhakuakhana - Bamboo Foot Bridge | The bamboo bridge at 1st KM on Bakulguri to Ejarguri road is submerged on 27th June, 2022 due to incessant rain and rising of water level.| Length: 60.00M.| Report submitted by Dhakuakhana Territorial Road Division, Ghilamara., Bihpuria - Protection Bundh Damaged | Approximately 130 meters of the bundh has been damaged at various portion due to flood water spillover on 28/06/2022, Narayanpur - Protection Bundh Damaged | 35-40 metre bundh breached at maghnowa bridge via lakhipur village on dated 28/06/2022",28-06-2022,0,"{'Dhakuakhana ': 1, 'Bihpuria ': 1, 'Narayanpur ': 1}",,,,,
Lakhimpur,"Subansiri - Bamboo Foot Bridge | As reported by the Dhakuakhana Territorial Road Division, Ghilamara, the Bamboo Bridge at 1st KM on Kaligaon to Napam Kaligaon Road is damaged (L= 150M) on 21/06/2022, Fisheries/Pond | Fishery affected at Mohbol, Bordoibam, Gadangarchuk and Bangkeleng area. Total Farm family affected 27 nos and area- 6.09 Ha as reported by FDO, Dhakuakhana on 21/06/2022, Dhakuakhana - Fisheries/Pond | 0.28 Hectare Ponds/Tanks affected on 22nd June, 2022 (1 number family)| Report submitted by Fishery Development Officer, Dhakuakhana.",22-06-2022,0,"{'Subansiri ': 2, 'Dhakuakhana ': 1}",,,,,
Lakhimpur,"Subansiri - Bamboo Foot Bridge | The existing Bamboo Bridge No. 2/1 on Mohbal to Bangkelleng road is washed away (Bridge Length- 35M) reported by PWRD Dhakuakhana Territorial road Division, Ghilamaraon 20/05/2022, Bamboo Foot Bridge | The Bamboo Bridge collapsed at Ch. 250M on Bolahi to Balipukhuri road ( Bridge Length- 75M) reported by PWRD Dhakuakhana Territorial road Division, Ghilamara on 20/05/2022, Bamboo Foot Bridge | The Bamboo Bridge No. 1/1 on Mahanibari to Chenimari road is damaged ( Damaged Length- 20M) reported by PWRD Dhakuakhana Territorial road Division, Ghilamara on 20/05/2022",21-05-2022,0,{'Subansiri ': 3},,,,,
Lakhimpur,"Dhakuakhana - Fisheries/Pond | 1.69 Hectare Ponds/Tanks affected on 26th June, 2022 (9 numbers family)| Report submitted by Fishery Development Officer, Dhakuakhana., Kadam - Protection Bundh Damaged | Protection work damaged at Kadam River from Ghana Chuk to Madhav Doley, informed by BDO, Boginadi Dev. Block, Dated: 27/06/2022, Protection Bundh Damaged | Construction of embankment with boulder pitching damaged at Kadam Bagan Gaon, informed by BDO, Boginadi Dev. Block, Dated: 27/06/2022, Culvert Approach Road Damaged | RCC Culvert damaged at Lalpani near Girja Ghar, informed by BDO, Boginadi Dev. Block, Dated: 27/06/2022",27-06-2022,0,"{'Dhakuakhana ': 1, 'Kadam ': 3}",,,,,
Lakhimpur,"Bihpuria - Fisheries/Pond | Approximately, 250 nos. of ponds/tanks affected at Fatehpur-Ahmedpur area and 350 nos. affected at Kutubpur Dharmapur area as reported by FDO, Karunabari Development Block on 19/05/2022, Narayanpur - Fisheries/Pond | Flood affected ponds- 9 nos area affected -182 ha at village no.1 tatibahar and no.2 not gaon as reported by FDO, Narayanpur Dev Block on 20/05/2022, Kadam - Bridge Approach Road Damaged | Due to incessant rain and raising of water level the bank of river Konajan is eroded at approaches of Bridge No.3/1 ( Length = 50.00M) on tadang Mirigaon Road as reported by PWD Roads, Ghilamara Divn. Date: 20/05/2022",20-05-2022,0,"{'Bihpuria ': 1, 'Narayanpur ': 1, 'Kadam ': 1}",,,,,
Lakhimpur,"Subansiri - Bamboo Foot Bridge | The Subway of Bamboo Bridge No. 1/1 is submerged (L- 75M) and the existing Bamboo Bridge is damaged (L- 45M) on Chakuli to Akhoiphutia Road on 18/05/2022, Bamboo Foot Bridge | The Subway of Bamboo Bridge No. 1/1 is submerged (L- 100M) and the existing Bamboo Bridge is damaged (L- 125M) on Kekuri Madhupur to Chelajan Kachari Road on 18/05/2022, Dhakuakhana - Bamboo Foot Bridge | Bridge no. 2/2 at Narayanpur Chapori to Ghilaguri road (Ch.1.66KM) is damaged. Length: 60M. on 19/05/2022, Bihpuria - Bridge Approach Road Damaged | Approach road of RCC Bridge no. 8/1 at CH. 7950 m on 19 May 2022 as reported by AEE, PWRD, Bihpuria",19-05-2022,0,"{'Subansiri ': 2, 'Dhakuakhana ': 1, 'Bihpuria ': 1}",,,,,
Lakhimpur,"Subansiri - Bamboo Foot Bridge | Bamboo bridge damaged on Napam to Guwarthali Milanpur Gaon road appx 70 mtrs as reported by Dhakuakhana Territorial Road divn. on 11-06-2022, Culvert Approach Road Damaged | The Approach of Culvert at 1st Km apprx 5 mtr at Gadangorchuk to Bangkeleng road is damaged as reported by Dhakuakhana Territorial road divn on 11-06-2022., Culvert Approach Road Damaged | Box culvert at Maj Pathorichuk to Borkolia road apprx 12 mtr is damaged as reported by Dhakuakhana Territorial road divn. on 11-06-2022., Bamboo Foot Bridge | Bamboo bridge damaged on Kekuri Madhupur to Chelajan Kachari road appx 110 mtrs as reported by Dhakuakhana Territorial Road divn. on 11-06-2022.",12-06-2022,0,{'Subansiri ': 4},,,,,
Lakhimpur,"North Lakhimpur - Bamboo Foot Bridge | Amtola Joinpur connected Bamboo bridge washed away ( 40 meter Approx )on 16/05/2022 . , Bihpuria - Anganwadi Centres Affected | Dhekiajuli Christian AWC, affected due to heavy rainfall on 15/5/2022, Nowboicha - Fisheries/Pond | 16 nos. Of pond affected at Mahghuli and Pandhowa village on 15/05/2022 ( Total Area 3.2 Hact), Dhakuakhana - Bamboo Foot Bridge | The bamboo bridge no. 3/1 on Katharbari to Krshnapur via Ghilaguri road is washed away by river Charikaria. Washed away length 120.00meter on 16/05/2022., Bridge Approach Road Damaged | The approach of RCC bridge no. 11/1 (Ghilamara side) on Ghilamara to Dhakuakhana road (SH-42) is damaged on 16/05/2022, Kadam - Anganwadi Centres Affected | No1 Ghagarmukh Taku AWC submerged due to heavy rain on 16/05/2022.",16-05-2022,0,"{'North Lakhimpur ': 1, 'Bihpuria ': 1, 'Nowboicha ': 1, 'Dhakuakhana ': 2, 'Kadam ': 1}",,,,,
Lakhimpur,"Dhakuakhana - Bamboo Foot Bridge | The bamboo bridge at 1st KM on Bakulguri to Banjipathar road is washed away on 29th June, 2022 due to incessant rain and rising of water level.| Length: 70.00M.| Report submitted by Dhakuakhana Territorial Road Division, Ghilamara., Narayanpur - Irrigation Canal/Scheme Damaged | Pichala FIS upstream (Right Bank) about 400 m damaged from Head works on 29/06/2022 as reported by Irrigation Dept. Bihpuria., Culvert Approach Road Damaged | Culvert washed away on Kakchabori to Dolin Basumatary Chuburi Road on 29/06/2022, as reported by PWRD, Bihpuria divn., Agri Bundh Damaged | On 29/06/2022 a 50m of graded bund from padmapur shiv mandir to pichala shiv mandir has been breached and another earthen graded bund breached from pujari chuburi to railway crossing approx 25 metres at five points",30-06-2022,0,"{'Dhakuakhana ': 1, 'Narayanpur ': 3}",,,,,
Lakhimpur,"Bihpuria - Power Dept. Poles | As reported by SDE APDCL, Bihpuria ESD on 28/06/2022 the electrical infrastructures affected details are- 06 nos. of PSC Pole 8.5 Mtrs. and 0.9 km Conductors at Harmoti near Bogoli river., Narayanpur - Bridge Approach Road Damaged | Road Kherajkhat Jr. College to Bihpuria Bhogpur Road at Ch. 60.00M & Ch.580.00M on 29/06/2022 as Reported by PWRD Bihpuria Road Divn., Dhakuakhana - Bamboo Foot Bridge | Cold weather Bridge (Bamboo Bridge) washed away on Akendighali to Paanch Ali (Naya Bazar) road at Ch. 726.00M by excess rising water level of Kherkata River on 29th June, 2022.| Length: 126.00M.| Report submitted by Dhakuakhana Territorial Road Division, Ghilamara., Kadam - Porcupine Damaged | Bamboo cribs washed away by rising water of River Subansiri Total Qty. Not ascertained as of now. As per visual inspection 11 Nos. Reported By BDO, Boginadi, dated 29/06/2022",29-06-2022,0,"{'Bihpuria ': 1, 'Narayanpur ': 1, 'Dhakuakhana ': 1, 'Kadam ': 1}",,,,,
Lakhimpur,"Bihpuria - Power Dept. Poles | 2 nos. of LT poles damaged and 1 no. of LT pole submerged due to heavy rainfall as reported by officials of APDCL, Nowboicha ESD on 1st August 2022., Dhakuakhana - Bamboo Foot Bridge | Cold weather bridge no. 1/1 at Dimaruguri Panchayat to Lepong damaged on 01/08/2022 as reported by Dhakuakhana Territorial Road Division, Ghilamara, Subansiri - Culvert Approach Road Damaged | AS REPORTED BY THE DHAKUAKHANA TERRITORIAL ROAD DIVISION, GHILAMARA THE APPROACHES OF RCC BOX CULVERT NO. 13/1 AT LEJUA ON GOGAMUKH GHILAMARA ROAD IS DAMAGED (L- 40 MTR) ON 01-08-2022., Power Dept. Conductors | AS REPORTED BY THE APDCL, GHILAMARA, on 01/08/2022, 3 KM CONDUCTOR DAMAGED AT TRISHUL VILLAGE, Power Dept. Poles | AS REPORTED BY THE APDCL, GHILAMARA, on 01/08/2022, 4 NOS POLE DAMAGED AT TRISHUL VILLAGE, Power Dept. Transformers | AS REPORTED BY THE APDCL, GHILAMARA, on 01/08/2022, 1 NOS TRANSFORMER DAMAGED AT TRISHUL VILLAGE",01-08-2022,0,"{'Bihpuria ': 1, 'Dhakuakhana ': 1, 'Subansiri ': 4}",,,,,
Lakhimpur,"Dhakuakhana - Anganwadi Centres Affected | Temporary wall and kutcha floor (private building) of Bahir Jugisuti AWC partially damaged as reported by CDPO, Dhakuakhana on 15/07/2022., Anganwadi Centres Affected | Temporary wall and kutcha floor (private building) of Ujani Lechera (Mini) AWC partially damaged as reported by CDPO, Dhakuakhana on 15/07/2022., Anganwadi Centres Affected | Temporary wall and kutcha floor (private building) of Bahir Bandena AWC partially damaged as reported by CDPO, Dhakuakhana on 15/07/2022., Narayanpur - Anganwadi Centres Affected | 13 nos. of Anganwadi center partially damaged as per report received from District social welfare office on dated 14 July 2022 Name of the AWC are-No.2 sessa bania baruah awc,sunaribari belguri, Sonaribari,padigaon,Temera,tintia muslim,tikirai merkathani, Ganakdalani, Futabhog, padmapur Hazarika Chuburi mini,No1 rangajan, no2 rangajan, paschim khalihamari, PWSS Damaged | Rangati pwss, pwss, pulinaharani pwss,batiparia pwss, joyram Chuburi pwss damaged on 28/06/2022 as per report received from JE, PHE department on dated July 8 2022",15-07-2022,0,"{'Dhakuakhana ': 3, 'Narayanpur ': 3}",,,,,
Lakhimpur,"Subansiri - Bridge Approach Road Damaged | As reported by the Dhakuakhana Territorial Road Division, Ghilamara the approach of RCC Br. No. 3/1 over river Bhimpara on Khajua Tiniali to Basudevthan Road is Damaged (L= 7M) on 17/06/2022, Bridge Approach Road Damaged | As reported by the Dhakuakhana Territorial Road Division, Ghilamara the approach of RCC Br. No. 5/1 over River Kilakili on Khajua Tiniali to Basudevthan Road is Damaged (L= 5M) on 17/06/2022, North Lakhimpur - Power Dept. Poles | 8.5 mtr 19 nos. as reported by APDCL, North Lakhimpur Divn. on 17-06-2022., Power Dept. Poles | 7.5 mtr 36 nos. as reported by APDCL, North Lakhimpur Divn. on 17-06-2022., Power Dept. Conductors | 21.65 km approx. as reported by APDCL, North Lakhimpur Divn. on 17-06-2022., Nowboicha - Power Dept. Conductors | 20.3 KM conductor damaged under Nowboicha Electrical Sub- division on 17.06.2022. Report received from Nowboicha Electrical Sub-division , Power Dept. Poles | LT Pole-7 Nos. and HT Pole- 2 Nos. damaged under Nowboicha Electrical Sub-division on 17.06.2022. Report received from Nowboicha Electrical Sub-division",18-06-2022,0,"{'Subansiri ': 2, 'North Lakhimpur ': 3, 'Nowboicha ': 2}",,,,,
Lakhimpur,"North Lakhimpur - Fisheries/Pond | 10 nos. of pond affected at Na ali Teliapathar as per report received from Fishery Department Lakhimpur on dated 11/10/2022., Bihpuria - Protection Bundh Damaged | A newly constructed MGNREGA 21/22 scheme Protection bundh from Bango Muslim gaon to Bishnumandir has damaged at two locations/points of length about 50 m and 100m respectively due to rising water level of Dikrong river under Dikrong GP on 11/10/2022 as reported by the officials of Karunabari Dev. Block, Lat-27.058, Long-93.919, Fisheries/Pond | 13 nos. of fishery (area= 0.85 hectare) affected at Garmur as reported by FDO, Karunabari Block on 11/10/2022, Protection Bundh Damaged | About 90 m of the protection bundh under MGNREGA at Islampur-Salmora PWD to Noor Hussain Chuburi under Tinthengia GP has been eroded due to heavy rainfall as reported by officials of Karunabari Dev. Block on 11/10/2022, Nowboicha - Elementary Schools Damaged | Gelahati LPS water submerged. Report received from BEEO, Nowboicha on 11.10.2022, Public Health Engineering (PHE) | Metre cabinet may be damaged due to water logging at Gorchiga pwss. Report received from PHE dept. Lakhimpur on 11.10.2022",11-10-2022,0,"{'North Lakhimpur ': 1, 'Bihpuria ': 3, 'Nowboicha ': 2}",,,,,
Lakhimpur,"North Lakhimpur - Power Dept. Poles | 8.5 meter 16 nos as reported by APDCL NL Division on 19-06-2022, Power Dept. Poles | 7.5 meter 12 nos as reported by APDCL NL Division on 19-06-2022, Power Dept. Conductors | 27.8 KM Approx as reported by APDCL NL Division on 19-06-2022, Dhakuakhana - Bamboo Foot Bridge | The bamboo foot bridge no. 2/1 on Tulshijan to No. 2 Tulshijan road (Ch. 1560M)damaged on 18/06/2022.| Bridge Length= 75.00M, Damaged Length= 75.00m. Report submitted by PWD Roads., Bihpuria - Protection Bundh Damaged | Approximately 100 meters of the bundh has breached at Deori Gokhani Than Kathoni Gaon (Padmapur), Uttar Laluk GP under Karunabari Dev. Block on 19/06/2022, Fisheries/Pond | 105 nos. ponds affected at No.1 Dharmapur( 25 Hectare), 145 nos. ponds affected at Islampur(29 hectare),115 nos. ponds at Kutubpur(23Hectare), 98 nos. ponds affected at Ahmedpur (18 Hectare), 103 nos. ponds affected at Dharmapur Block(26 hectare) on 19/06/2022 as reported by fishery development officer Karunabari., Power Dept. Poles | 7 nos. of 7.5 mts. PSC pole, 6 nos. 8.5 mts. PSC pole, 1.3 Km conductor damaged at Sonapur No.2 and 2 nos. of f 7.5 mts. PSC pole, 0.3 Km conductor damaged at Chichapathar on 18/06/2022 as reported by SDE, APDCL, Bihpuria ESD",19-06-2022,0,"{'North Lakhimpur ': 3, 'Dhakuakhana ': 1, 'Bihpuria ': 3}",,,,,
Lakhimpur,"Bihpuria - Protection Bundh Damaged | Approximately 50 meters of the protection bundh at Rangajan- Padmapur area of Uttar Laluk GP has been breached due to the increasing water level of Gabharu river on 20/06/2022 under Karunabari Development Block, Bamboo Foot Bridge | Approximately 12 meters of the bamboo footbridge connecting Thikajan to Pilkhana PWRD has been washed away due to increasing water level of Bogoli river on 20/06/2022 under Karunabari Development Block , Dakhin Laluk GP, lat-27.13859, long-93.914596, Anganwadi Centres Affected | As reported by CDPO, Karunabari ICDS Project on 20/06/2022- Dhekiajuli Christian AWC, Madhya Kutubpur AWC, Ahmedpur Block (A) AWC, Ruhul Chuburi AWC, Barek Para AWC, Kutubpur B AWC, 4 no. Dharmapur AWC, Dharmapur Block B AWC, Eusuf Chuburi AWC were submerged due to flood ., Bamboo Foot Bridge | NH-15 to Phukuriporia road at Ch.1200.00 m the footbridge Submerged due to flood as reported byAEE, PWRD,Bihpuria TRSD on 21/06/2022. long-93.95424, Lat-27.129777, Dhakuakhana - Fisheries/Pond | 1.69 Hectare Ponds/Tanks affected on 20th June, 2022 (10 numbers family)| Report submitted by Fishery Development Officer, Dhakuakhana., Kadam - Damaged RCC Bridge | Due to incessant rain and raising of water level the approaches of RCC BR. NO.1/1 on NH-15 near Padumoni Than to No-2 Katorichapori Road is damaged. dated 20/06/2022, reported by Executive Engineer, PWRD, Dhakuakhana",21-06-2022,0,"{'Bihpuria ': 4, 'Dhakuakhana ': 1, 'Kadam ': 1}",,,,,
Lakhimpur,"North Lakhimpur - Elementary Schools Damaged | Kathal pukhori L P shool under BEEO Nowboicha on 17/06/2022, Culvert Approach Road Damaged | Location of the culvert: Amtola Nagargaon to Parghat, Amtola, Pachim Telahi GP. Only partial damage has been observed. Headwalls at both sides of the HP culvert along with earthwork portion of the river side have been damaged. on 17/06/2022, Subansiri - Bamboo Foot Bridge | As reported by Dhakuakhana Teritorial Road division, Ghilamara, the existing Bamboo Bridge No. 3/1 is damaged on Balideori to Majdeori Road. (Length=60.00M) on 17/06/2022, Bridge Approach Road Damaged | As reported by Dhakuakhana Teritorial Road division, Ghilamara, the approach of RCC Bridge No. 8/1 on Sonari Chapori to Sapekhati Charikoria Road is eroded (Length=40.00M) on 17/06/2022, Kadam - Bamboo Foot Bridge | Bamboo bridge connecting from NH-15 Seajuli Road to Kadam Bagan Gaon washed away by the river Kakoi, date 17/06/2022, Agri Bundh Damaged | CONST OF EARTHEN PERIPHERIAL BUNDH FOR COMMUNITY AT KHURACHUK DOLEY PATHAR(0410010/LD/9010285087), damage 200 mtrs, informed by BDO Boginadi, date 17/06/2022, Bihpuria - Damaged SPT Bridge | Some wooden piles and other components of SPT Br no. 1/1 has been damaged and bridge approaches eroded on 17th June 2022 of No.2 Karunabari to Ahomgaon road( Jadumoni Muslim TiniAli to SH 43 at Kahipara, Power Dept. Transformers | 2 nos. of Distribution transformers, 11kV line approx. 1km and Lt. Line approximately 0.8 km to be shifted due to flood at No.2 Sonapur as reported by SDE,APDCL Bihpuria ESD , Nowboicha - Fisheries/Pond | Approximate Fish pond Area affected in Nowboicha Circle 95 Hact. Report received from FDO, Nowboicha, Fishery Department, Lakhimpur on 17/06/2022",17-06-2022,0,"{'North Lakhimpur ': 2, 'Subansiri ': 2, 'Kadam ': 2, 'Bihpuria ': 1, 'Nowboicha ': 1}",,,,,
Lakhimpur,"Narayanpur - Washed away Culverts | Kamalpur Rajgarh road to Rajgarh Panchayat at No.2 Rampur Ch. 2.70km to Ch. 2.72 km Culvert washed away due to heavy rainfall on 01/07/2022, Washed away Culverts | Rampur Chariali to Sorajuli at 2 No. Rampur Ch.400m to Ch. 440m HP. Culvert washed away due to heavy rainfall on 01/07/2022, Washed away Culverts | Jaluk kota to Hatorichuk via. 2No. Rampur Ch.1.4Km to Ch. 1.410 Km Culvert washed away due to heavy rainfall on 01/07/2022, Culvert Approach Road Damaged | Kamalpur Rampur Road to Dhemagarh Via. 4No. Nimuri Ch. 1.35km to Ch. 1.33 km Culvert washed away due to heavy rainfall on 01/07/2022, Bamboo Foot Bridge | Balikusi Bihnupur road to Kamalpur Rampur Road at Balikusi Bamboo Foot Bridge washed away due to heavy rainfall on 01/07/2022, Culvert Approach Road Damaged | Dhalpur Simolguri road to Koochabari to Dallin Basumatry Chuburi road Culvert washed away due to heavy rainfall on 01/07/2022, Dhakuakhana - Power Dept. Poles | 7 nos. of PSC pole damaged on 30th June, 2022 (8.5 M) as reported by APDCL, Dhakuakhana, Power Dept. Poles | 3 nos. of PSC pole damaged on 30th June, 2022 (7.5 M) as reported by APDCL, Dhakuakhana, Power Dept. Conductors | 1.2 KM HT conductor damaged on 30th June, 2022 as reported by APDCL, Dhakuakhana, Power Dept. Conductors | 1.8 KM LT conductor damaged on 30th June, 2022 as reported by APDCL, Dhakuakhana, Bihpuria - Washed away SPT Bridge | 25 meters of the SPT bridge at Karunabari to Ahom gaon(Jadumoni Muslim Tiniali to SH43 at Kahipara) collapased on 01/07/2022 as reported by AEE, PWRD, Bihpuria TRSD, Nowboicha - Power Dept. Poles | 7.5 Mtrs- 4 Nos. 8.5 Mtrs- 1 No. Report received from Nowboicha Electrical Sub- division on 01.07.2022, Power Dept. Conductors | 10.1Km. Report received from Nowboicha Electrical Sub-division on 01.07.2022",01-07-2022,0,"{'Narayanpur ': 6, 'Dhakuakhana ': 4, 'Bihpuria ': 1, 'Nowboicha ': 2}",,,,,
Lakhimpur,"North Lakhimpur - Anganwadi Centres Affected | Maluwal Santipur AWC submerged on 17/05/2022, Bamboo Foot Bridge | Kharkati Bamboo Foot Bridge washed away on 16/05/2022 ( 50 Metter Approx), Elementary Schools Damaged | Maluwal Santipur LPS submerged on 17/05/2022, Elementary Schools Damaged | Pub Amtola LPS submerged on 17/05/2022, Elementary Schools Damaged | Laliti chengamari LPS submerged on 17/05/2022, Subansiri - Bridge Approach Road Damaged | The Approaches of RCC Box Culvert at 1st KM on Jalbhari to Basudevthan Road is Damaged (L- 12.00 M) on 16/05/2022, Bridge Approach Road Damaged | The Approaches of RCC Bridge No.8/1 (L- 15.00M) &amp;amp; 11/1 (L- 13.00M) on Jalbhari Dimoruguri to Gobindagaon Road is Damaged on 16/05/2022, Bihpuria - Agri Bundh Damaged | Approximately 8 meters of the bundh has been damaged at Garmur on 17th May 2022 , Uttar Laluk GP under Karunabari Development Block, Lat-27.137, Long-93.946, Kadam - Culvert Approach Road Damaged | Due to incessant rain and raising of water level the RCC box culvert at 2nd Km on NH-15 to Ratanpur Nepali Road is settled down ( Culvert lenght = 12.00 m )Dated : 16/05/2022., Bridge Approach Road Damaged | Name of Rd : NH-15 Near Padumoni Than to No2 Katorichapori road. Bridge No. 1/1 (L/S) Br approach damage (eroded) due to heavy rain fall. Date-17/5/2022, Nowboicha - Anganwadi Centres Affected | 1 No. Chengelijan AWC water submerged on 16/05/2022, Fisheries/Pond | Ponds affected Haribor Doloni, Ranabari and 2 No. Sonapur village ( Total area 14.6 Ha) on 16/05/2022, Dhakuakhana - Bamboo Foot Bridge | The bamboo bridge no. 1/1 (Ch. 900 M) on Na Kapohuwa to Amguri road is washed away by river Charikaria. Washed away (length= 100 M.) on 16/05/2022., Narayanpur - Power Dept. Poles | One LTE pole at simaluguri ,1 11kv feeder at Tatibahar and one hte pole eroded at no. 4 tatibahar, Agri Bundh Damaged | Today I.e may 17th 2022 One agri bundh of about hundred meter breached at Village pulinaharani,",17-05-2022,0,"{'North Lakhimpur ': 5, 'Subansiri ': 2, 'Bihpuria ': 1, 'Kadam ': 2, 'Nowboicha ': 2, 'Dhakuakhana ': 1, 'Narayanpur ': 1}",,,,,
